lon,lat,checkin_num
104.06916,30.554037,38
104.08785,30.55167,55
104.0630857,30.57248707,61
104.03236,30.58236,284
103.9858,30.59949,98
103.9573243,30.57550417,37
103.9576278,30.57945611,45
104.03342,30.55328,172
103.98306,30.5797,166
103.972017,30.56206348,112
103.9662505,30.57700819,171
103.992279,30.597099,221
103.9768174,30.55911703,60
103.99581,30.57438,75
104.0877957,30.55838561,87
104.067783,30.574385,320
103.9896315,30.55925625,109
104.0017837,30.5591948,152
104.01768,30.56183,72
103.96331,30.57364,48
104.074636,30.55874419,38
104.0690731,30.555724,27
104.01268,30.5688,332
103.99382,30.59555,118
104.0702719,30.55007349,84
104.0717814,30.56008192,47
103.97008,30.57038,30
103.98294,30.58239,23
104.00538,30.57769,125
104.008822,30.602711,37
104.056243,30.568772,457
104.08715,30.55373,168
104.087211,30.550689,118
103.986711,30.583709,603
104.0559286,30.55646602,36
104.074916,30.55303,16
104.03355,30.59729,29
104.07147,30.55219,20
104.03695,30.5552,55
103.988624,30.555892,37
103.9928225,30.55069351,451
103.982651,30.55336,108
103.9836065,30.56715956,32
104.0749794,30.551655,68
103.995661,30.59983,23
104.04576,30.56032,37
104.06431,30.57582,47
103.95992,30.57365,29
103.95549,30.57041,16
104.0294691,30.55446811,26
103.993,30.567547,52
104.08979,30.55488,71
104.062714,30.578368,171
104.0752351,30.5514771,23
104.069114,30.555742,22
104.0015297,30.554553,20
104.06991,30.54999,44
104.02684,30.58636,66
104.00701,30.58794,33
104.06,30.5701,54
103.9759646,30.581769,108
104.063218,30.55132693,18
103.9898326,30.58010688,57
104.0254983,30.58713352,62
103.9822018,30.5724821,20
104.07445,30.56062,23
103.95795,30.5694,36
104.05802,30.56666,21
103.98837,30.55059,91
104.0298903,30.58779291,45
104.02564,30.57124,82
104.02833,30.5857,58
104.0705007,30.5614628,53
104.01588,30.563626,792
103.9878771,30.57854438,99
103.9902,30.55012,73
103.9721743,30.5617496,32
104.0583597,30.57576215,49
104.06155,30.57285,61
103.98882,30.55028,55
103.99545,30.57461,50
104.04024,30.58782,295
103.96331,30.57253,43
104.0145,30.57839,112
103.99842,30.59823,327
104.0064896,30.56025656,73
104.034744,30.590225,545
104.055625,30.581123,30
103.95681,30.57259,29
104.083734,30.55999837,208
104.067255,30.574765,49
103.95869,30.57918,26
103.9927846,30.55466471,523
104.012464,30.555326,143
104.0262394,30.58762695,102
104.02657,30.57044,157
104.07033,30.55037,36
104.03491,30.55253,71
104.00675,30.56608,87
103.99267,30.5754,76
104.018523,30.579435,29
103.983993,30.599613,80
104.0708124,30.56251471,9
104.0466393,30.56942486,28
103.958244,30.577684,11
103.99653,30.60338,22
103.98776,30.5508,105
104.03681,30.59427,29
104.03022,30.58228,38
103.96651,30.59062,36
104.00549,30.54897,63
104.04865,30.57519,10
104.03123,30.58565,39
104.08024,30.55605,14
103.98721,30.57877,64
104.092891,30.550514,34
104.02039,30.57906,40
104.0710672,30.55040636,55
103.9714898,30.56499213,104
103.9748,30.564327,232
103.958995,30.57491,17
103.99821,30.57762,302
104.071842,30.56017597,23
104.0700747,30.55215094,73
103.961128,30.57294,31
104.0633266,30.57295492,34
104.0498486,30.59236382,118
104.0576902,30.57842584,27
104.0654096,30.54947944,64
104.07209,30.55046,49
104.0031089,30.5544865,41
103.9890852,30.5616572,135
104.04695,30.58829,70
104.0031284,30.5615404,26
103.98826,30.56776,128
104.052609,30.550069,143
104.0904772,30.54938775,96
104.03005,30.58128,56
103.9951991,30.55554977,55
104.069816,30.550962,46
104.0004501,30.55502892,24
104.0700717,30.569732,17
104.067752,30.563752,25
104.032753,30.59318339,70
104.0041263,30.56592367,15
103.9970932,30.55224037,34
103.974753,30.564412,11
104.0027,30.57514,24
104.07074,30.54958,24
104.00395,30.56476,28
104.0689,30.55071,29
103.96292,30.56134,14
104.00727,30.5607,23
104.0018616,30.55307961,44
103.97532,30.57094,32
104.0498505,30.59102631,18
103.9948812,30.56650092,65
103.958412,30.58559,39
104.0034882,30.58299669,14
103.98739,30.55368,30
103.972515,30.565178,41
104.002706,30.575144,44
104.0741257,30.55442146,29
104.0112762,30.57764053,28
104.046351,30.582406,10
104.03142,30.55379,72
103.9673,30.58409,23
104.06532,30.57261,8
104.03246,30.55263,13
104.00587,30.54904,61
104.00849,30.55971,18
103.98536,30.5672,27
104.00124,30.58667,26
103.97664,30.5899,50
104.03289,30.59571,30
103.95581,30.57069,19
103.99521,30.58041,10
103.9987583,30.55357859,9
103.9841,30.57288,20
104.00698,30.57708,21
103.95372,30.570671,38
103.971466,30.565618,13
103.972473,30.560577,7
103.977228,30.574846,24
103.99256,30.55343289,14
103.989343,30.57927382,30
103.978698,30.566812,26
104.006477,30.563539,155
103.960715,30.573881,11
104.0494953,30.55521163,275
104.03335,30.58096,84
103.97337,30.57079,31
103.96832,30.56067,12
103.98411,30.5786,168
103.99853,30.55234,142
103.95594,30.57334,38
104.00729,30.55575,32
104.04254,30.57184,20
104.075683,30.557062,14
104.0697367,30.56047243,39
103.991926,30.57039,59
104.060995,30.578368,16
104.057373,30.581348,121
103.960227,30.575883,20
104.0668,30.57259,47
103.989822,30.599401,15
104.035871,30.58422727,56
104.0693609,30.55607123,8
103.99022,30.55097385,9
103.98743,30.56533908,86
103.9896295,30.56775418,9
104.0377612,30.59691244,30
104.03899,30.59671,13
103.99351,30.60289,29
104.04029,30.58813,15
103.99687,30.5749,6
104.00579,30.57641,19
103.97052,30.57035,9
104.05852,30.55128,5
103.96115,30.58246,6
103.99182,30.60027,14
104.01908,30.59243,12
103.99565,30.57492,6
103.97062,30.57258,38
103.992,30.57023,7
103.96633,30.57093,3
104.08557,30.55916,16
104.06786,30.57534,8
104.02647,30.57022,27
103.997596,30.563377,9
104.0007863,30.55495662,39
103.98201,30.58044,4
103.999929,30.574067,248
104.02666,30.56983,5
103.95899,30.5749,5
103.965425,30.571425,9
104.073287,30.559423,8
104.042221,30.560834,176
103.984749,30.58315,14
104.0345459,30.55243001,11
103.95868,30.57915,5
104.0037484,30.5534334,79
103.96602,30.57053,6
104.08351,30.55915,118
104.04013,30.58813,18
104.03254,30.55356,20
104.00947,30.57855,28
104.07071,30.55063,13
103.99214,30.57329,10
104.0157,30.55731,22
103.99163,30.57392,14
103.99592,30.55167,65
103.99692,30.59864,28
103.99661,30.57462,42
103.93912,30.587,110
103.99517,30.59676,68
104.02815,30.59256,3
104.03826,30.59545,57
103.958,30.57251,9
103.96464,30.57204,19
104.06094,30.57474,4
104.0712748,30.5503514,17
104.059128,30.579383,37
104.0585253,30.55552238,21
103.99005,30.57582,11
104.0704782,30.54991781,30
104.070945,30.556911,31
104.074905,30.55544,21
103.973449,30.565399,12
103.95523,30.575748,7
103.995407,30.557695,32
104.039207,30.576021,5
104.04824,30.572029,8
104.047394,30.561078,46
104.04811,30.588802,24
103.956565,30.582056,18
104.074608,30.558927,7
103.9946079,30.5527265,15
103.9557913,30.57718922,6
103.9573826,30.57959808,9
103.9900473,30.55121852,16
104.0327,30.55192,5
104.03516,30.59307,18
103.97993,30.58436,8
103.98833,30.5564,9
104.00683,30.60305,23
103.98752,30.60083,4
104.0658474,30.5817704,8
104.0006408,30.55554731,53
103.9701563,30.56495389,16
103.9968597,30.55296997,21
104.005433,30.583378,42
103.9932143,30.55122152,55
104.07246,30.54936,28
104.07347,30.55995,7
103.99091,30.55061,29
104.05744,30.56407,10
103.99654,30.58051,9
104.08837,30.55303,49
103.96868,30.57112,13
103.96491,30.57625,12
104.07214,30.5501,11
104.0156,30.56128,10
104.051315,30.593469,9
103.973503,30.567214,21
103.990302,30.579185,51
104.06958,30.563819,1594
103.975875,30.563474,16
103.9922,30.60006,16
103.99557,30.60132,9
104.03157,30.59047,5
104.03281,30.55535,11
103.99654,30.59845,6
104.00068,30.60334,3
104.04094,30.59001,99
104.0635376,30.57442093,4
104.0860612,30.55535238,28
103.9583005,30.57464328,7
103.959266,30.57390299,5
103.944869,30.58832809,18
103.9807624,30.57742684,15
103.99871,30.60142,8
104.047876,30.555377,7
104.0538804,30.58820861,20
104.032678,30.59588896,16
104.039039,30.575963,39
103.957168,30.579347,10
103.957267,30.58422,13
104.007133,30.551467,10
104.084,30.5558,17
104.061685,30.561744,34
103.956359,30.570934,11
104.078002,30.559803,13
103.9976562,30.58079055,10
103.988674,30.556649,7
104.069275,30.560608,12
104.0085,30.57705,7
104.08827,30.55394,3
104.074035,30.557518,5
103.993907,30.571921,16
104.03541,30.58492,58
104.07387,30.558,6
103.99172,30.60156,33
104.0008,30.60288,3
103.9577033,30.57918727,7
103.9604111,30.57887077,4
104.0706406,30.57090569,9
103.960439,30.5764649,4
103.9680409,30.57044786,6
104.0733955,30.56026503,4
104.03152,30.59004,27
103.98079,30.60037,11
104.0898,30.55647,14
104.01137,30.55003,29
104.02862,30.58045,15
104.07405,30.56043,3
103.99081,30.57226,7
103.98267,30.57969,7
104.0695059,30.55588628,11
104.0863122,30.557062,15
104.044319,30.550584,4
103.988526,30.553927,31
104.0667206,30.5687078,581
103.95478,30.5732,11
104.049,30.5734,36
104.072,30.5544,9
104.07373,30.560556,10
104.070354,30.55244,99
104.045463,30.554685,271
103.9999,30.556573,4
103.95684,30.571262,11
104.08518,30.56066,1
103.983039,30.56215,12
103.97377,30.571472,17
103.9915,30.554389,15
103.999268,30.557663,68
104.0387209,30.5892299,7
104.062403,30.577346,7
103.955811,30.568924,61
104.075031,30.553096,45
103.995864,30.569419,17
104.01563,30.55239,3
104.03336,30.59558,31
103.97085,30.57218,4
103.977,30.57794,18
104.01042,30.54991,11
103.99089,30.59674,21
104.03432,30.55409,6
104.07694,30.56072,3
103.98155,30.58059,23
103.99693,30.5742,10
104.06255,30.57241,6
103.99372,30.60357,10
103.99256,30.55344,7
